custom_id,experiment_id,experiment_id_reason,experiment_id_confidence,is_human_subject,is_human_subject_reason,is_human_subject_confidence,simulation,simulation_reason,simulation_confidence,analytical_model,analytical_model_reason,analytical_model_confidence,CONFIG_playerCount,CONFIG_playerCount_reason,CONFIG_playerCount_confidence,CONFIG_numRounds,CONFIG_numRounds_reason,CONFIG_numRounds_confidence,CONFIG_allOrNothing,CONFIG_allOrNothing_reason,CONFIG_allOrNothing_confidence,CONFIG_defaultContribProp,CONFIG_defaultContribProp_reason,CONFIG_defaultContribProp_confidence,CONFIG_MPCR,CONFIG_MPCR_reason,CONFIG_MPCR_confidence,CONFIG_chat,CONFIG_chat_reason,CONFIG_chat_confidence,CONFIG_showOtherSummaries,CONFIG_showOtherSummaries_reason,CONFIG_showOtherSummaries_confidence,CONFIG_showPunishmentId,CONFIG_showPunishmentId_reason,CONFIG_showPunishmentId_confidence,CONFIG_showRewardId,CONFIG_showRewardId_reason,CONFIG_showRewardId_confidence,CONFIG_showNRounds,CONFIG_showNRounds_reason,CONFIG_showNRounds_confidence,CONFIG_punishmentExists,CONFIG_punishmentExists_reason,CONFIG_punishmentExists_confidence,CONFIG_punishmentCost,CONFIG_punishmentCost_reason,CONFIG_punishmentCost_confidence,CONFIG_punishmentTech,CONFIG_punishmentTech_reason,CONFIG_punishmentTech_confidence,CONFIG_rewardExists,CONFIG_rewardExists_reason,CONFIG_rewardExists_confidence,CONFIG_rewardCost,CONFIG_rewardCost_reason,CONFIG_rewardCost_confidence,CONFIG_rewardTech,CONFIG_rewardTech_reason,CONFIG_rewardTech_confidence,CONFIG_endowment,CONFIG_endowment_reason,CONFIG_endowment_confidence,DV_contributionRate,DV_contributionRate_reason,DV_contributionRate_confidence,DV_efficiency,DV_efficiency_reason,DV_efficiency_confidence,participant_country,participant_country_reason,participant_country_confidence,participant_age,participant_age_reason,participant_age_confidence,participant_gender,participant_gender_reason,participant_gender_confidence,participant_education,participant_education_reason,participant_education_confidence,experiment_environment,experiment_environment_reason,experiment_environment_confidence,other_game_info,other_game_info_reason,other_game_info_confidence
10.1111_j.1468-0351.2005.00228.x.md,Relative incentives,Paper contrasts behaviour of the same workers under a relative incentive scheme vs. piece rates; we treat each scheme as a separate condition.,1,True,Study uses real farm workers picking fruit; daily productivity data from personnel records.,1,False,No computer or agent-based simulations are described; all data are from actual workers.,1,False,"Although a compensation formula is presented, the core results are empirical, not a standalone analytical model.",0.9,41.1,Average group size under relative incentives is 41.1 workers (Table 1).,1,108,"Data cover 108 days total; relative incentives apply to a subset but exact split not given, so we use total observed days as an upper bound.",0.3,1,Workers choose continuous effort/productivity levels; not restricted to all-or-nothing contributions.,0.9,0,"There is no explicit public-good endowment; earnings are purely individual, so initial proportion in public fund is effectively zero.",0.4,N/R,"No public good multiplier or marginal per capita return is defined; environment is a workplace incentive scheme, not a standard public goods game.",0,1,"Workers live and work together, can talk freely; no restriction on communication is mentioned.",0.8,1,Workers observe co-workers’ behaviour and know that the picking rate depends on average productivity; implies at least outcome-level information about others.,0.5,1,Any sanctions are informal/social among known co-workers; identities are known in face-to-face work groups.,0.7,1,Any informal rewards/transfers among co-workers occur between known individuals.,0.7,0,No indication that workers are told the total number of days or remaining days of the season as part of the incentive scheme.,0.6,1,Text notes workers have mechanisms to hand out punishments and that deviators may be punished; social sanctions are present.,0.9,N/R,Only informal/social punishments are discussed; no per-unit monetary cost is specified.,0,N/R,Magnitude of payoff reduction per unit of punishment is not quantified.,0,1,"Workers can make transfers and build social ties; implies potential for informal rewards, though not formally parameterized.",0.6,N/R,No explicit cost per unit of reward is reported.,0,N/R,No explicit mapping from reward actions to payoff changes is given.,0,N/R,Workers earn wages based on output; there is no fixed experimental endowment reported in standardized units.,0,0.627,"Under relative incentives, average productivity is 5.01 kg/hr vs. 7.98 kg/hr under piece rates (Table 1). Interpreting higher productivity as less cooperation, relative incentives induce effort at 5.01/7.98 ≈ 0.627 of the piece-rate level.",0.6,N/R,No explicit comparison of total payoffs to a theoretical maximum without cooperation/punishment is provided.,0,"Poland, Bulgaria, Russia, Belarus, Ukraine, Slovakia, Baltic Republics, Romania, China",Footnote lists worker origins with percentages for each nationality.,1,19-25,Eligibility requires full-time university students aged between 19 and 25.,1,N/R,No information on gender composition is reported.,0,Full-time university students (at least one year before graduation),Eligibility criteria specify full-time university students who must return to university and have at least one year before graduation.,1,Field experiment,Real workers in a natural workplace with an exogenous change in incentive scheme; fits standard definitions of a field experiment.,0.9,"Workplace cooperation game induced by a relative incentive pay scheme: compensation = β * kilograms picked, with β = w̄ / ȳ where ȳ is average productivity on the field-day. Higher individual effort raises ȳ, lowering β and co-workers’ pay, so lower effort corresponds to more cooperation.",Section 4.1 formally defines the compensation rule and interprets higher individual productivity as less cooperative behaviour.,1
10.1111_j.1468-0351.2005.00228.x.md,Piece rates,Same workers later paid under an absolute incentive (piece-rate) scheme; treated as a separate condition.,1,True,Same sample of farm workers; human productivity data.,1,False,No simulated agents; all data are from actual workers.,1,False,Condition is empirical; no standalone analytical model.,0.9,38.1,Average group size under piece rates is 38.1 workers (Table 1).,1,108,"Total observation window is 108 days; exact split by scheme not reported, so we use total as an upper bound.",0.3,1,Effort/productivity is continuous; no all-or-nothing restriction.,0.9,0,"No explicit public-good endowment; pay depends only on own output, so initial public fund share is effectively zero.",0.4,N/R,No public good multiplier is defined in this pay scheme.,0,1,Same workplace and housing environment; communication is possible and not restricted.,0.8,1,Workers can observe co-workers and know the announced picking rate; they have at least aggregate information about others’ performance.,0.5,1,Any informal/social sanctions occur among known co-workers in face-to-face groups.,0.7,1,Any informal rewards/transfers occur between identified individuals.,0.7,0,No mention that workers are informed of total or remaining days under piece rates.,0.6,1,Same social environment as under relative incentives; workers can still punish or sanction each other informally.,0.9,N/R,No quantitative cost of informal punishment is reported.,0,N/R,No quantitative mapping from punishment to payoff changes is given.,0,1,Workers can still provide informal help or transfers; potential for rewards remains.,0.6,N/R,No explicit cost per unit of reward is reported.,0,N/R,No explicit mapping from reward actions to payoff changes is given.,0,N/R,No fixed experimental endowment is specified; earnings are output-based wages.,0,1,Piece rates are used as the benchmark with no incentive to cooperate; we normalize contribution/effort level to 1 relative to itself.,0.7,N/R,No explicit efficiency measure relative to a theoretical maximum is reported for this scheme.,0,"Poland, Bulgaria, Russia, Belarus, Ukraine, Slovakia, Baltic Republics, Romania, China",Same worker pool as under relative incentives; nationalities listed in footnote.,1,19-25,Same eligibility criteria: full-time university students aged 19–25.,1,N/R,Gender composition is not reported.,0,Full-time university students (at least one year before graduation),Same educational eligibility criteria as under relative incentives.,1,Field experiment,Same natural workplace setting with an exogenous change in pay scheme; fits field experiment definition.,0.9,"Absolute incentive (piece-rate) pay scheme: compensation = β * kilograms picked, with β set exogenously at the start of the day based on expected productivity and not revised. Individual pay depends only on own productivity, so there is no strategic externality and no incentive to cooperate by reducing effort.",Section 4.1 describes the piece-rate scheme and notes that it provides no reason for workers to use their efforts cooperatively.,1
10.1016_j.econlet.2014.05.017.md,Main experiment,Single laboratory experiment described; no separate labeled treatments or experiments.,0.9,True,52 undergraduate students participated in the experiments at University of Michigan-Ann Arbor.,1,False,All data come from human laboratory sessions; no numerical or agent-based simulations described.,1,False,Paper discusses theoretical predictions but does not present a standalone analytical model as an experiment.,0.9,4,“Each subject is randomly assigned to a group of four.”,1,1,Design describes a one-shot VCM with subsequent conditional and unconditional punishment stages; no repetition over multiple rounds is mentioned.,0.7,0,Subjects decide whether to allocate the entire endowment of 10 points to either private or public account; no partial contributions allowed.,1,0,"Endowment of 10 points is given to each subject to allocate; starts in private control, not pre-allocated to public account.",0.8,0.5,"Explicitly stated: “In other words, the MPCR (Marginal Per-Capita Return) is 0.5.”",1,0,No mention of communication; standard neutrally framed lab VCM with punishment typically prohibits chat.,0.7,1,"In unconditional punishment stage, subjects are informed of allocation decisions of the three other members; implies feedback on others’ behavior.",0.8,0,No indication that identities of punishers are revealed; standard design is anonymous punishment.,0.6,0,No reward mechanism exists in the design.,1,1,One-shot game; subjects necessarily know there is a single decision. Standard lab protocols make this clear in instructions.,0.7,1,Both conditional and unconditional punishment stages are described where subjects assign punishment points.,1,1,"“For each punishment point he assigns to a member, he loses one point from his payoff.”",1,3,“…and the punished loses three points from her payoff.”,1,0,Only punishment points and fines are mentioned; no positive rewards.,1,N/A,No reward mechanism in the experiment.,1,N/A,No reward mechanism in the experiment.,1,10,“Each subject … is given an endowment of 10 points.”,1,N/R,Paper does not report average contribution rates or proportions of cooperators beyond counts in Table 1; no numeric rate given.,0.3,N/R,No explicit measure of efficiency (payoff relative to maximum) is reported.,0.1,United States,"Experiments conducted at University of Michigan-Ann Arbor, which is in the United States.",1,Undergraduate students; exact ages N/R,Subjects are described as undergraduate students; no age range or mean age reported.,0.7,N/R,No information on gender composition is provided.,0,Undergraduate students,“52 undergraduate students participated in the experiments.”,1,On site,Conducted at a university lab in February 2014; no indication of online implementation.,0.9,"One-shot 4-player voluntary contribution mechanism with binary contribution (all 10 points to private or public). MPCR=0.5 (10 points to public yields 5 points to each of 4 players). After contribution, subjects complete a conditional punishment schedule: for each potential target (cooperator or non-cooperator) and for each possible average punishment by the other two group members (0.0 to 4.0 in 0.5 increments), they choose an integer punishment from 0 to 4. Then they make unconditional punishment decisions after observing others’ contribution decisions. One of the four conditional punishment schedules in the group is randomly selected to be payoff-relevant.",Summary of the detailed design description in Section 2.,1
10.1016_j.tpb.2006.01.003.md,Reward Model (deterministic recursion),Paper defines a 'Reward Model' in Section 2.1 and analyzes its deterministic recursion system.,1,False,Model is purely theoretical with culturally transmitted phenotypes and viabilities; no empirical participants.,1,False,"This part is an analytical recursion/replicator model, not a numerical Monte Carlo realization.",1,True,Section 2.1 derives explicit recursion equations and analyzes equilibria and stability.,1,N/R,Population size N is used symbolically and taken large; no fixed game group size like in a standard public goods game.,0.3,N/R,"Model is in discrete generations/replicator time, not finite repeated rounds.",0.2,1,"Individuals either adopt or do not adopt the norm and either punish or not; there is no graded contribution level, so contribution choice is effectively binary rather than continuous amounts. By the schema definition, 1 corresponds to ability to contribute any amount, but this does not map cleanly; binary choice is closest to all-or-nothing, yet field requires 1 or 0. Set to 1 but with low confidence.",0.2,N/A,No explicit endowment or contribution account structure; purely fitness-based cultural model.,1,N/R,No public goods multiplier or marginal per capita return is defined.,1,N/A,No human subjects or explicit communication stage.,1,N/R,No notion of displayed payoffs or histories; only abstract fitness.,1,N/R,Identities are not modeled; only phenotype frequencies.,1,N/R,Identities of rewarders are not modeled.,1,N/R,Agents do not observe a finite horizon; infinite/indefinite replicator dynamics.,1,1,"Punishers incur cost γ to punish norm violators, who pay cost π.",1,N/R,"γ is a generic cost parameter, not tied to a discrete 'coin' unit as in lab games.",0.4,N/R,"Effect of punishment is modeled as fitness reduction πv, not as a per-coin technology.",0.4,1,Norm-observers reward punishers with benefit ρ at cost δ.,1,N/R,"δ is a generic cost parameter, not specified per discrete unit.",0.4,N/R,"Reward effect is modeled as fitness increase ρzw, not as a per-coin technology.",0.4,N/R,No monetary or token endowment is defined; only fitness payoffs.,1,N/R,"Outcome variables are phenotype frequencies (v, y, X_ij), not contribution rates to a public good.",1,N/R,They discuss mean fitness and adaptive peaks but do not compute efficiency relative to a public-goods maximum.,0.6,N/A,No human participants; purely theoretical model.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Analytical cultural evolution model without empirical implementation.,1,"Analytical cultural evolution model with four phenotypes (punisher vs non-punisher; norm-adopter vs non-adopter). Fitness includes costs: s (observing norm), π (being punished for violation), γ (punishing), δ (rewarding punishers), and benefit ρ (being rewarded for punishing). Norm-adopters may internalize the norm with probability ξ, otherwise observe it with probability equal to punisher frequency v. Dynamics follow discrete-time replicator/recursion equations.",Summarizes the structure of the Reward Model as described in Sections 2.1–3.,1
10.1016_j.tpb.2006.01.003.md,Punishment Model (deterministic recursion),Paper defines a 'Punishment Model' in Section 2.2 and analyzes its deterministic recursion system.,1,False,Model is theoretical with no empirical participants.,1,False,"This part is an analytical recursion/replicator model, not the Monte Carlo simulation.",1,True,Section 2.2 derives explicit recursion equations and analyzes equilibria and stability.,1,N/R,Population size N is symbolic and large; no fixed small group game.,0.3,N/R,"Infinite/indefinite discrete-time dynamics, not a finite number of rounds.",0.2,1,Agents either adopt or not and punish or not; binary strategic traits rather than continuous contributions. Mapping to this field is imperfect; set to 1 with low confidence.,0.2,N/A,No explicit endowment or contribution mechanism.,1,N/R,No public goods multiplier is defined.,1,N/A,No human subjects or communication stage.,1,N/R,No explicit feedback or display of others' outcomes.,1,N/R,Identities are not modeled.,1,N/A,There is no reward mechanism in this model; only punishment of non-punishers.,1,N/R,No finite horizon is modeled.,1,1,"Punishers punish norm violators (cost γ to punisher, cost π to violator) and also punish non-punishers (metanorm) with costs δ and ρ.",1,N/R,"γ and δ are generic cost parameters, not per-coin costs.",0.4,N/R,"Punishment effects are modeled as fitness reductions (πv, ρvz, etc.), not as a discrete technology.",0.4,0,This model uses only punishment; there is no reward for punishers.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,N/R,No explicit endowment or payoff tokens.,1,N/R,"Outcomes are phenotype frequencies and associations, not contribution rates.",1,N/R,They discuss mean fitness and adaptive peaks but not efficiency relative to a public-goods optimum.,0.6,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Analytical cultural evolution model only.,1,"Analytical cultural evolution model with four phenotypes (punisher vs non-punisher; norm-adopter vs non-adopter). Costs: s (observing norm), π (being punished for norm violation), γ (punishing norm violators), ρ (being punished for not punishing norm violators), δ (cost of punishing non-punishers). Norm-adopters internalize with probability ξ; otherwise they observe the norm with probability equal to punisher frequency v. Punishers punish both norm violators and non-punishers according to the metanorm. Dynamics follow discrete-time replicator/recursion equations.",Summarizes the structure of the Punishment Model as described in Sections 2.2–3.,1
10.1016_j.tpb.2006.01.003.md,Reward Model (Monte Carlo cultural drift simulation),Section 3.5 describes a Monte Carlo simulation of a stochastic drift model using the Reward Model recursions.,1,False,Simulation is over abstract phenotypes in a finite population; no human participants.,1,True,They explicitly state using a Monte Carlo simulation of a stochastic drift model iterating the multinomial distribution.,1,False,"This entry refers specifically to the numerical Monte Carlo implementation, not the closed-form analysis.",1,100,Simulation uses population size N=100.,1,N/R,"They iterate until fixation (single phenotype), not a fixed number of time steps.",0.4,1,"Agents carry binary traits (adopt vs not, punish vs not); no graded contributions. Field mapping imperfect; set to 1 with low confidence.",0.2,N/A,No explicit endowment or contribution accounts in the simulation.,1,N/R,No public goods multiplier is modeled.,1,N/A,No communication modeled between agents.,1,N/R,Simulation is at population level; no UI or feedback to agents.,1,N/R,No explicit identities; only phenotype counts.,1,N/R,No explicit identities; only phenotype counts.,1,N/R,Agents do not observe horizon; simulation runs to fixation.,1,1,"Simulation uses the Reward Model recursions, which include punishment of norm violators.",1,N/R,"γ is specified (e.g., γ=0.05 in Fig. 4) but not as a per-coin cost; schema expects coin units.",0.5,N/R,"Effect of punishment is via fitness terms, not a discrete technology per coin.",0.4,1,Reward Model includes reward for punishers with parameters ρ and δ.,1,N/R,"δ is given (e.g., δ=0.05) but not in coin units.",0.5,N/R,"Reward effect is via fitness term ρzw, not a per-coin technology.",0.4,N/R,No explicit endowment; only phenotype counts and fitness.,1,N/R,"Simulation outcome is fixation probability of punishing norm-adopters, not contribution rates.",1,N/R,"They report fixation probabilities as a function of parameters, not efficiency metrics.",1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Computer simulation of cultural evolution.,1,"Monte Carlo simulation of a finite population (N=100) using the Reward Model recursions. At t=0, N22(0)=N12(0)=N21(0)=1 and the remaining N11(0)=97. Each generation: compute expected post-selection frequencies via the Reward Model, then sample N offspring from the multinomial distribution with those probabilities. Repeat until fixation of a single phenotype. Run 10,000 replicates per parameter set to estimate the fixation probability of punishing norm-adopters (phenotype 22). Parameters varied include s, π, γ, ρ, δ, ξ and N; example baseline: s=0.05, π=0.4, γ=0.05, ρ=0.4, δ=0.05, ξ=0.95.",Summarizes the simulation protocol described in Section 3.5 and Appendix C for the Reward Model.,1
10.1016_j.tpb.2006.01.003.md,Punishment Model (Monte Carlo cultural drift simulation),Section 3.5 describes a Monte Carlo simulation of the stochastic drift model also applied to the Punishment Model.,1,False,Simulation over abstract phenotypes; no human participants.,1,True,Monte Carlo simulation iterating multinomial sampling with Punishment Model recursions.,1,False,"This entry refers to the numerical simulation, not the analytical derivations.",1,100,Simulation uses population size N=100.,1,N/R,"Simulation runs until fixation, not for a fixed number of generations.",0.4,1,"Binary traits (adopt vs not, punish vs not); no graded contributions. Mapping imperfect; set to 1 with low confidence.",0.2,N/A,No explicit endowment or contribution structure.,1,N/R,No public goods multiplier.,1,N/A,No communication modeled.,1,N/R,No feedback interface; only population-level simulation.,1,N/R,No explicit identities in the simulation.,1,N/A,Punishment Model simulation has no reward mechanism.,1,N/R,Agents do not observe the number of generations.,1,1,"Simulation uses Punishment Model recursions, which include punishment of norm violators and non-punishers.",1,N/R,"γ and δ are specified (e.g., γ=0.05, δ=0.05) but not as per-coin costs.",0.5,N/R,"Punishment effects are via fitness reductions, not a discrete technology.",0.4,0,Punishment Model has no reward mechanism; only punishment.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,N/R,No explicit endowment in the simulation.,1,N/R,"Outcome is fixation probability of punishing norm-adopters, not contribution rates.",1,N/R,"They report fixation probabilities as a function of parameters, not efficiency.",1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Computer simulation of Punishment Model dynamics.,1,"Monte Carlo simulation of a finite population (N=100) using the Punishment Model recursions. Initial condition: N22(0)=N12(0)=N21(0)=1, so N11(0)=97. Each generation: compute expected post-selection frequencies via the Punishment Model, then sample N offspring from the multinomial distribution with those probabilities. Iterate until fixation of a single phenotype. Repeat 10,000 times per parameter set to estimate the fixation probability of punishing norm-adopters (phenotype 22). Baseline parameter set for Fig. 4: s=0.05, π=0.4, γ=0.05, ρ=0.4, δ=0.05, ξ=0.95, with individual parameters varied to study their effect on fixation probability.",Summarizes the simulation protocol described in Section 3.5 and Appendix C for the Punishment Model.,1
10.1007_s10539-012-9341-3.md,N/R,"The paper is a conceptual and review article; it summarizes empirical studies from other sources but does not report any new experiment, simulation, or analytical model conducted by the authors.",1,False,No original empirical study with human participants is conducted; humans are only discussed conceptually and via citations.,1,False,No numerical or computer simulations are presented; the paper is purely theoretical and review-based.,1,False,No formal mathematical or closed-form analytical model is developed; the article is conceptual and argumentative.,1,0,No game or experimental interaction with defined players is implemented by the authors.,1,0,No repeated game or round structure is implemented by the authors.,1,0,"No contribution game is run; field is not applicable but schema requires numeric, so set to 0 with explanation.",0.5,N/A,No human-subject contribution game or endowment allocation is implemented.,1,N/R,No public goods or similar game with a defined marginal per capita return is implemented.,1,N/A,No human-subject experiment with communication is conducted.,1,0,No experimental interface or feedback is implemented.,1,N/A,No experimental punishment mechanism with identity revelation is implemented.,1,N/A,No experimental reward mechanism is implemented.,1,0,No round-based experiment is conducted.,1,0,The paper discusses punishment conceptually and via cited empirical work but does not implement a punishment mechanism in a new experiment.,1,N/A,No experimental punishment mechanism is implemented by the authors.,1,N/A,No experimental punishment technology is implemented.,1,0,No experimental reward mechanism is implemented.,1,N/A,No reward mechanism is implemented.,1,N/A,No reward technology is implemented.,1,0,No endowments are given in any new experiment.,1,N/R,No contribution game or cooperation rate is measured by the authors.,1,N/R,No efficiency or payoff outcomes from a defined game are measured.,1,N/A,No participants are recruited for any new experiment.,1,N/A,No human participants are used.,1,N/A,No human participants are used.,1,N/A,No human participants are used.,1,No human,The article presents no new empirical experiment; it is a theoretical and review paper without human subjects.,1,N/A,No specific game or experimental paradigm is implemented by the authors; all empirical details refer to previously published studies.,1
10.1016_j.geb.2016.03.002.md,Analytical QRE models in 2x2 coordination games,"Paper develops general analytical results for quantal response equilibria in 2x2 coordination games, not split into labeled experiments.",0.9,False,Work is purely theoretical/mathematical; no recruitment or observation of human participants is described.,1,False,No numerical or agent-based simulations generating data; only analytical derivations and qualitative illustrations.,0.95,True,"Paper provides formal derivations of QRE, separatrices, and equilibrium selection conditions.",1,2,All games analyzed are 2x2 bimatrix games with two players A and B.,1,1,Normal-form one-shot games; no repetition or stages beyond what is embedded in payoff matrix.,0.9,1,Players choose between two pure strategies; no continuous contribution level is modeled.,0.9,N/A,Not a contribution game with endowments and allocations; purely abstract strategies.,1,N/R,Marginal per capita return is not defined; focus is on generic coordination payoffs.,1,N/A,No human subjects or communication protocol; purely analytical.,1,0,No feedback or information structure of this type is modeled; only payoff matrices and noisy best responses.,0.9,N/A,No explicit punishment stage with identities in the generic 2x2 coordination framework.,1,N/A,No explicit reward mechanism in the generic 2x2 coordination framework.,1,0,One-shot analytical games; no notion of displaying remaining rounds.,1,0,Baseline 2x2 coordination games do not include punishment actions; punishment appears only later in a specific PGG application.,0.95,N/A,No punishment mechanism in these generic coordination games.,1,N/A,No punishment mechanism in these generic coordination games.,1,0,No explicit reward mechanism is modeled in the generic 2x2 coordination games.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,N/R,"Games are specified directly in terms of payoffs, not endowments.",1,N/R,No empirical dependent variables; only equilibrium selection conditions.,1,N/R,No efficiency metrics over experimental outcomes; only theoretical payoff comparisons.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Purely theoretical analysis without empirical implementation.,1,"Analytical study of quantal response equilibria and equilibrium selection in generic 2x2 bimatrix coordination games, including characterization of separatrices and comparison with risk dominance, logarithmic games, and replicator dynamics.",Summary of Sections 2–5 describing the general coordination-game framework.,1
10.1016_j.geb.2016.03.002.md,Analytical model: mini public goods game with punishment (QRE analysis),Section 6 applies QRE methods to a specific mini public goods game with punishment; treated as a distinct analytical model.,0.95,False,The mini PGG with punishment is analyzed theoretically; no actual experiment with participants is run.,1,False,Results are derived analytically (conditions like 2β > 4a + α + sqrt(...)); figures illustrate logit correspondence but are not described as data-generating simulations.,0.8,True,Section 6.2 explicitly derives QRE conditions and limiting equilibria for the mini PGG with punishment.,1,2,"Described as a two players public goods game (""we consider a two players PGG"").",1,1,Game has two stages (contribution then punishment) within a single interaction; no repetition over rounds.,0.9,1,"Players choose between C (send benefit) or D (do not), and between P (punish) or N (not); no continuous contribution level.",1,N/A,"Model is framed directly in terms of actions and payoffs, not endowments allocated between private/public accounts.",1,N/R,"Although parameters a and b define costs/benefits, marginal per capita return is not explicitly defined.",0.7,N/A,No communication or messaging is modeled; purely strategic-form with punishment.,1,0,Information structure about others' earnings or punishments is not modeled; only payoffs from action profiles.,0.9,0,Model does not distinguish identity revelation; punishment is automatic based on strategy profile.,0.7,N/A,No reward mechanism; only punishment.,1,0,One-shot analytical game; no notion of displaying remaining rounds.,1,1,Second stage explicitly offers opportunity to punish with fine β at cost α.,1,N/R,"Cost parameter α is defined, but the model does not specify a discrete 'per unit' punishment technology (e.g., cost per point of fine) in the requested sense.",0.5,N/R,"Fine β is defined, but not as a linear multiplier per punishment unit in the experimental-implementation sense.",0.5,0,Only punishment is modeled; no rewarding of cooperators.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,N/R,"Players incur costs a and α and receive benefits b and β, but initial endowments are not specified.",0.7,N/R,"No empirical data; analysis focuses on equilibrium strategies (e.g., cooperative equilibrium (1,1/2)).",1,N/R,Paper does not compute efficiency ratios; only discusses which equilibrium is selected and when cooperation can dominate.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,"Section 6 is a theoretical application of QRE to a stylized PGG with punishment, not an implemented experiment.",1,"Two-player mini public goods game with punishment: first stage C/D (cooperate by sending benefit b at cost a, or defect), second stage P/N (punish defectors with fine β at cost α). Game is equivalent to a mini ultimatum or Prisoner’s Dilemma with punishment and has one strict Nash equilibrium (defect and do not punish) plus a continuum of cooperative equilibria (1,ŷ) with a/β ≤ ŷ ≤ 1. QRE analysis derives conditions under which a cooperative equilibrium (1,1/2) is the limiting QRE (e.g., 2β > 4a + α + sqrt(8aα + α²)) and when cooperation can be transiently dominant for intermediate λ even if the limiting QRE is defection.",Summary of Section 6.1–6.2 describing the specific payoff structure and QRE-based selection results.,1
10.1016_j.chieco.2022.101826.md,NoLaw,Paper labels the standard public goods game without punishment as 'NoLaw'.,1,True,"Conducted with 1632 rural students aged 6–16 in Sichuan, China.",1,False,"All data come from lab-in-the-field experiments with children, not computer simulations.",1,False,No formal mathematical model is presented as a standalone analytical experiment.,1,3,Subjects played in a group with two other classmates; payoff function uses sum over 3 players.,1,1,Described explicitly as a one-shot public goods game.,1,1,Each student had 10 tokens and chose how many to give; contributions constrained to even numbers but not all-or-nothing.,1,0,Endowment is initially in private tokens; students decide how many to contribute.,1,0.5,Magician turns every 2 tokens into 3 and distributes equally to 3 members; marginal per capita return is stated as 0.5.,1,0,Subjects were not allowed to communicate with each other.,1,0,No mention of feedback about others’ earnings or contributions in this one-shot game.,0.7,0,No punishment mechanism exists in NoLaw.,1,0,No reward mechanism is used in any treatment.,1,1,Game is one-shot and explained as such; children know there is a single decision.,0.8,0,Defined as the public goods game without punishment.,1,N/A,No punishment mechanism in this treatment.,1,N/A,No punishment mechanism in this treatment.,1,0,No reward or positive sanction mechanism is described.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,10,Each student had ten tokens as their endowments.,1,5.567,Table 3 reports mean contribution in NoLaw as 5.567 tokens (sample excluding family misfortune).,1,N/R,Paper does not report efficiency as total payoff relative to maximum.,0,China,"Experiment conducted in three counties of Sichuan Province, China.",1,6-16 (mean 10.29),Abstract states ages 6–16; Table 3 reports mean age 10.29.,1,47.8% female,Table 3: Female dummy mean 0.478.,1,"Primary school (1st, 3rd, 5th grades) and junior high school (8th grade) students in rural Sichuan",Design section specifies sampled grades and rural schools.,1,Field experiment,Described as a large-scale lab-in-the-field experiment conducted on-site in schools.,1,"One-shot 3-player voluntary contributions mechanism framed as a 'magician game'. Each child has 10 tokens, can contribute any even number from 0 to 10. Public good technology: every 2 contributed tokens become 3 and are split equally among 3 players (MPCR=0.5). Payoffs converted to RMB with grade-specific rates: 0.2 RMB (1st, 3rd), 0.3 RMB (5th), 0.4 RMB (8th). One of the three public goods games (NoLaw, ExoLaw, EndoLaw) was randomly selected for payment.",Summarizes detailed procedural description in Section 3.,1
